LotDescription,Return Month,EvidencedSpend,Sector,SME or Large,,SupplierName,CustomerName
Specialist Cloud Services,01/03/2014,6000,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/03/2014,600,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,6000,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,27500,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,6000,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/01/2014,16500,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,6000,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,4500,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/02/2014,16500,Central Government,SME,,Triad Group Plc,Tribunals Service Group Billing South
Specialist Cloud Services,01/11/2013,128989.42,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/02/2014,125267.11,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/03/2014,245368.57,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/03/2014,213083.23,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/01/2014,225997.37,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/10/2013,24308.96,Health,Large,,Mastek UK Ltd,Health and Social Care Information Centre
Specialist Cloud Services,01/10/2013,42236.82,Health,Large,,Mastek UK Ltd,Health and Social Care Information Centre
Specialist Cloud Services,01/10/2013,75433.74,Health,Large,,Mastek UK Ltd,Health and Social Care Information Centre
Specialist Cloud Services,01/10/2013,73458.64,Health,Large,,Mastek UK Ltd,Health and Social Care Information Centre
Specialist Cloud Services,01/11/2013,108630.67,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/02/2014,0,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/12/2013,146689.38,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/01/2014,67270,Central Government,Large,,Mastek UK Ltd,Monitor
Specialist Cloud Services,01/03/2014,43632.5,Central Government,Large,,Mastek UK Ltd,Monitor
Specialist Cloud Services,01/02/2014,56472.5,Central Government,Large,,Mastek UK Ltd,Monitor
Specialist Cloud Services,01/06/2013,100000,Central Government,Large,,Mastek UK Ltd,Department of Health
Specialist Cloud Services,01/12/2013,15400,Central Government,Large,,Geospatial Cooperatief U.A.,HS2 Ltd.
Specialist Cloud Services,01/01/2014,15400,Central Government,Large,,Geospatial Cooperatief U.A.,HS2 Ltd.
Specialist Cloud Services,01/10/2013,58840,Central Government,Large,,Geospatial Cooperatief U.A.,HS2 Ltd.
Specialist Cloud Services,01/11/2013,54212.5,Central Government,Large,,Geospatial Cooperatief U.A.,HS2 Ltd.
Specialist Cloud Services,01/04/2012,8000,Central Government,SME,,EMERGN LTD,Maritime and Coastguard Agency
Specialist Cloud Services,01/09/2012,21947,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/09/2012,25820,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/10/2012,24529,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/08/2012,27111,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/08/2012,28402,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/11/2012,28402,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/12/2012,15492,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/06/2012,23238,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/06/2012,19365,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/07/2012,19365,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/10/2012,28402,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/11/2012,19365,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/07/2012,30984,Central Government,SME,,EMERGN LTD,Department for Work And Pensions
Specialist Cloud Services,01/06/2013,1529,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/05/2013,2381.5,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/11/2013,308,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/07/2013,550,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/10/2013,500.5,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/12/2013,654.5,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/01/2014,616,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/02/2014,1028.5,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/03/2014,4675,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/09/2013,957,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/08/2013,390.5,Central Government,SME,,Bit Zesty,Cabinet Office
Specialist Cloud Services,01/11/2012,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/04/2013,540,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/05/2013,1620,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/05/2013,1620,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/08/2013,1620,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/09/2013,810,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/11/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/01/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/02/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/09/2013,540,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/11/2013,1080,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/12/2012,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/05/2013,2160,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/06/2013,2160,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/05/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/10/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/01/2014,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/02/2014,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/07/2012,24570,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/08/2012,31860,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/10/2012,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/06/2012,16470,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/09/2012,8640,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/03/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/04/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/08/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/03/2013,4320,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/03/2013,4320,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/07/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/03/2014,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/10/2013,1080,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/12/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/04/2013,1080,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/05/2013,2700,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/06/2013,2700,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/07/2013,2700,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/07/2013,540,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/06/2013,4102.33,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/09/2013,4102.37,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/12/2013,3240,Central Government,SME,,APTO SOLUTIONS LTD,Cabinet Office
Specialist Cloud Services,01/11/2013,1350,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,5600,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,13500,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,12000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,12000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,90,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1350,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1350,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1440,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,900,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,180,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1710,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,17100,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1214.8499,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,7200,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1080,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1080,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,360,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1440,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,8000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,12000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,1000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,630,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1080,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1080,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,16000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,17200,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/12/2013,12600,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1080,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,450,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,1350,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,17100,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,14000,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,4500,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/01/2014,10842.5,Central Government,Large,,Valtech Ltd,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/11/2013,62346.88,Central Government,SME,,Zuhlke Engineering Ltd,Department For Business Innovation And Skills
Specialist Cloud Services,01/11/2013,88746.88,Central Government,SME,,Zuhlke Engineering Ltd,Department For Business Innovation And Skills
Specialist Cloud Services,01/02/2014,93739.06,Central Government,SME,,Zuhlke Engineering Ltd,HM Revenue and Customs
Specialist Cloud Services,01/01/2014,49510.94,Central Government,SME,,Zuhlke Engineering Ltd,HM Revenue and Customs
Specialist Cloud Services,01/12/2013,82793.75,Central Government,SME,,Zuhlke Engineering Ltd,HM Revenue and Customs
Software as a Service (SaaS),01/03/2014,90000,Central Government,SME,,SQUIZ UK LTD,National Offender Management Service
Specialist Cloud Services,01/07/2012,5600,Central Government,SME,,EMERGN LTD,Ministry of Justice
Specialist Cloud Services,01/09/2012,800,Central Government,SME,,EMERGN LTD,Ministry of Justice
Specialist Cloud Services,01/07/2012,19600,Central Government,SME,,EMERGN LTD,Ministry of Justice
